source_index,edit_index,model,similarity,face_detected,confidence,output_url
83,1,nb2_ref,0.5873160362243652,true,0.8748919367790222,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjg73ctv3cbrjrvbzp0b4m.png
83,2,nb2_ref,0.44166475534439087,true,0.9111377000808716,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjgxsvedm8trythkeh0j2x.png
83,3,nb2_ref,0.6635856032371521,true,0.7654750943183899,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjhp99xcbfffcvt8hxbe54.png
83,4,nb2_ref,0.639707088470459,true,0.804590106010437,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjj5xj3ebhg5m6a5byn765.png
83,5,nb2_ref,0.6485987305641174,true,0.8259715437889099,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjjvgpk7ey5f96e180mq37.png
91,1,nb2_ref,0.09194128215312958,true,0.7528898119926453,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjkpn3e8hhszw1axqtr6t6.png
91,2,nb2_ref,0.10163283348083496,true,0.749968945980072,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjm4ep08ce298rrh33gfhn.png
91,3,nb2_ref,0.08542511612176895,true,0.7458468079566956,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjn5j9vn9ahbs2d0zk9zgp.png
91,4,nb2_ref,0.2319047898054123,true,0.8228834271430969,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjnrsg668a6egvdkcr8vr2.png
91,5,nb2_ref,0.05265681445598602,true,0.7356131672859192,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjpq0f45dct1ff0ej0ghcy.png
1,1,nb2_noref,0.6200692653656006,true,0.7585169672966003,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthmev6caaef8a963428hkd.png
1,2,nb2_noref,0.5789217352867126,true,0.9138351082801819,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthnb4z7x5g2kphmcth0m09.png
1,3,nb2_noref,0.6858630180358887,true,0.8699214458465576,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthnzd9frmyczcze32rv548.png
1,4,nb2_noref,0.7360464334487915,true,0.8013194799423218,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthpe19fx302d24t3kv51gy.png
1,5,nb2_noref,0.626950740814209,true,0.8544600009918213,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthq7ee98rvjsh37xvw2yby.png
3,1,nb2_noref,0.4429766535758972,true,0.8745083212852478,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthr02ebrdq86a8hgy3nvzc.png
3,2,nb2_noref,0.5277827978134155,true,0.9013047218322754,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthrjtk5530ybr8yp777xwf.png
3,3,nb2_noref,0.6649491786956787,true,0.9044750332832336,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthsgkcg5ghe89akxtch2qn.png
3,4,nb2_noref,0.6043211221694946,true,0.9036937952041626,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtht0gsfysfamzegsah7e61.png
3,5,nb2_noref,0.8378925919532776,true,0.9076017141342163,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthtaqpmz950pcrvef4255e.png
5,1,nb2_noref,0.6973732709884644,true,0.8108046650886536,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthvmy8sjz4zyxdae7ywbtb.png
5,2,nb2_noref,0.4568934440612793,true,0.8844624161720276,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthvmkqxw60da8zmzw0jwjn.png
5,3,nb2_noref,0.47215330600738525,true,0.841788113117218,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthwmw1tdeqm8w876rr0qhd.png
5,4,nb2_noref,0.507178544998169,true,0.8733850121498108,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthx8w3fhmqga57agshkfe5.png
5,5,nb2_noref,0.7845140099525452,true,0.85519939661026,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthxx0g5qqryb36sfynej4t.png
8,1,nb2_noref,0.6913602948188782,true,0.8337521553039551,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthypt3d85q7jd4w13hpphj.png
8,2,nb2_noref,0.4832504391670227,true,0.8514679074287415,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthza9fnsbe7cagq8f3nh86.png
8,3,nb2_noref,0.617221474647522,true,0.8543169498443604,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj02y319gybvdm71zseam4.png
8,4,nb2_noref,0.5304232835769653,true,0.8795939087867737,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj1fa831c3spj6tby141e7.png
8,5,nb2_noref,0.6032729148864746,true,0.8773897290229797,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj1bgj4v8qy1s5gzca5gwd.png
14,1,nb2_noref,0.7054382562637329,true,0.8183422088623047,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj26syw9vdsh3g18239dw7.png
14,2,nb2_noref,0.3849426209926605,true,0.8108459711074829,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj33nz1c3sfpezkj51qved.png
14,3,nb2_noref,0.44922834634780884,true,0.8006160855293274,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj3rzdygmer5h9eq3sv38x.png
14,4,nb2_noref,0.4875566363334656,true,0.8084728717803955,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj4bmf2wz6670cs6aem8v5.png
14,5,nb2_noref,0.653388500213623,true,0.858622670173645,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj55d722jmrp3m7fezjnqf.png
21,1,nb2_noref,0.33386170864105225,true,0.6413017511367798,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj6r0mkyaxcyvsh6pmnfj5.png
21,2,nb2_noref,0.3493841290473938,true,0.6773528456687927,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj675b8gqc6ep2mp6segd3.png
21,3,nb2_noref,0.3445488512516022,true,0.8049092292785645,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj7jdav616qgrmcsyrdndr.png
21,4,nb2_noref,0.4249144196510315,true,0.6327956318855286,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj7s5qfrmjb4k5bs6q0dvq.png
